Município,UTI adulto II COVID-19,UTI pediátrica II COVID-19,Unidade intermediária neonatal,Unidade isolamento,UTI adulto I,UTI adulto II,UTI adulto III,UTI pediátrica I,UTI pediátrica II,UTI pediátrica III,UTI neonatal I,UTI neonatal II,UTI neonatal III,UTI de Queimados,UTI coronariana tipo II -UCO tipo II,UTI coronariana tipo III - UCO tipo III,Unidade de cuidados intermed neonatal convencional,Unidade de cuidados intermed neonatal canguru,Unidade de cuidados intermed pediatrico,Unidade de cuidados intermed adulto,Total
432070 Sobradinho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432080 Soledade,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4
432085 Tabaí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432090 Tapejara,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
432100 Tapera,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432110 Tapes,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
432120 Taquara,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
432130 Taquari,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
432132 Taquaruçu do Sul,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432135 Tavares,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432140 Tenente Portela,5,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,10,5,-,-,28
432143 Terra de Areia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432145 Teutônia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432146 Tio Hugo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432147 Tiradentes do Sul,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432149 Toropi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432150 Torres,5,-,-,2,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12
432160 Tramandaí,6,-,-,2,-,10,-,-,-,-,-,9,-,-,-,-,-,-,-,10,37
432162 Travesseiro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432163 Três Arroios,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432166 Três Cachoeiras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432170 Três Coroas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432180 Três de Maio,-,-,-,1,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7
432183 Três Forquilhas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432185 Três Palmeiras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432190 Três Passos,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
432195 Trindade do Sul,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
432200 Triunfo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432210 Tucunduva,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432215 Tunas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432218 Tupanci do Sul,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432220 Tupanciretã,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432225 Tupandi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432230 Tuparendi,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,3
432232 Turuçu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432234 Ubiretama,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432235 União da Serra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432237 Unistalda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432240 Uruguaiana,-,-,-,3,-,20,-,-,-,-,-,8,-,-,-,-,10,5,1,-,47
432250 Vacaria,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
432253 Vale do Sol,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
432254 Vale Real,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432252 Vale Verde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432255 Vanini,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432260 Venâncio Aires,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
432270 Vera Cruz,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
432280 Veranópolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432285 Vespasiano Correa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432290 Viadutos,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
432300 Viamão,10,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25
432310 Vicente Dutra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432320 Victor Graeff,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432330 Vila Flores,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432335 Vila Lângaro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432340 Vila Maria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432345 Vila Nova do Sul,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432350 Vista Alegre,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432360 Vista Alegre do Prata,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432370 Vista Gaúcha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432375 Vitória das Missões,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432377 Westfalia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
432380 Xangri-lá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
430000 Município ignorado - RS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500020 Água Clara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500025 Alcinópolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500060 Amambai,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500070 Anastácio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500080 Anaurilândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500085 Angélica,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500090 Antônio João,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500100 Aparecida do Taboado,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
500110 Aquidauana,-,-,-,4,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14
500124 Aral Moreira,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500150 Bandeirantes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500190 Bataguassu,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5
500200 Batayporã,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500210 Bela Vista,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500215 Bodoquena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500220 Bonito,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500230 Brasilândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500240 Caarapó,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500260 Camapuã,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500270 Campo Grande,54,3,-,-,-,49,67,-,13,10,-,36,8,-,10,-,47,13,-,-,310
500280 Caracol,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500290 Cassilândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500295 Chapadão do Sul,5,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6
500310 Corguinho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500315 Coronel Sapucaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500320 Corumbá,10,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17
500325 Costa Rica,7,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
500330 Coxim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500345 Deodápolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500348 Dois Irmãos do Buriti,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500350 Douradina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500370 Dourados,20,-,-,2,-,46,-,-,10,-,-,10,-,-,-,-,15,-,-,-,103
500375 Eldorado,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500380 Fátima do Sul,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500390 Figueirão,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500400 Glória de Dourados,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500410 Guia Lopes da Laguna,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500430 Iguatemi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500440 Inocência,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500450 Itaporã,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500460 Itaquiraí,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500470 Ivinhema,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
500480 Japorã,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500490 Jaraguari,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500500 Jardim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500510 Jateí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500515 Juti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500520 Ladário,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500525 Laguna Carapã,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500540 Maracaju,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
500560 Miranda,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500568 Mundo Novo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500570 Naviraí,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21
500580 Nioaque,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500600 Nova Alvorada do Sul,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
500620 Nova Andradina,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,2
500625 Novo Horizonte do Sul,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500627 Paraíso das Águas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500630 Paranaíba,10,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12
500635 Paranhos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500640 Pedro Gomes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500660 Ponta Porã,10,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20
500690 Porto Murtinho,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
500710 Ribas do Rio Pardo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500720 Rio Brilhante,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500730 Rio Negro,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
500740 Rio Verde de Mato Grosso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500750 Rochedo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500755 Santa Rita do Pardo,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
500769 São Gabriel do Oeste,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500780 Selvíria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500770 Sete Quedas,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500790 Sidrolândia,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10
500793 Sonora,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500795 Tacuru,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500797 Taquarussu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500800 Terenos,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500830 Três Lagoas,10,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20
500840 Vicentina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
500000 Município ignorado - MS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510010 Acorizal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510020 Água Boa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510025 Alta Floresta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510030 Alto Araguaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510035 Alto Boa Vista,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510040 Alto Garças,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510050 Alto Paraguai,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510060 Alto Taquari,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510080 Apiacás,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510100 Araguaiana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510120 Araguainha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510125 Araputanga,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510130 Arenápolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510140 Aripuanã,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510160 Barão de Melgaço,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510170 Barra do Bugres,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,7
510180 Barra do Garças,5,-,-,2,-,10,-,-,-,-,-,-,-,-,-,-,-,-,3,3,23
510185 Bom Jesus do Araguaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510190 Brasnorte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510250 Cáceres,5,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21
510260 Campinápolis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510263 Campo Novo do Parecis,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510267 Campo Verde,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
510268 Campos de Júlio,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510269 Canabrava do Norte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510270 Canarana,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
510279 Carlinda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510285 Castanheira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510300 Chapada dos Guimarães,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510305 Cláudia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510310 Cocalinho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510320 Colíder,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8
510325 Colniza,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510330 Comodoro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510335 Confresa,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
510336 Conquista D'Oeste,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510337 Cotriguaçu,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510340 Cuiabá,78,10,-,24,-,74,19,-,7,-,-,44,-,-,6,-,13,9,-,-,284
510343 Curvelândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510345 Denise,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510350 Diamantino,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
510360 Dom Aquino,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510370 Feliz Natal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510380 Figueirópolis D'Oeste,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510385 Gaúcha do Norte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510390 General Carneiro,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510395 Glória D'Oeste,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510410 Guarantã do Norte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
510420 Guiratinga,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510450 Indiavaí,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510452 Ipiranga do Norte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510454 Itanhangá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510455 Itaúba,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510460 Itiquira,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510480 Jaciara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510490 Jangada,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510500 Jauru,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510510 Juara,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510515 Juína,6,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19
510517 Juruena,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510520 Juscimeira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510523 Lambari D'Oeste,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510525 Lucas do Rio Verde,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510530 Luciara,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510558 Marcelândia,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510560 Matupá,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510562 Mirassol d'Oeste,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510590 Nobres,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
510600 Nortelândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510610 Nossa Senhora do Livramento,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510615 Nova Bandeirantes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510620 Nova Brasilândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510621 Nova Canaã do Norte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510880 Nova Guarita,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510618 Nova Lacerda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510885 Nova Marilândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510890 Nova Maringá,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510895 Nova Monte Verde,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510622 Nova Mutum,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7
510617 Nova Nazaré,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510623 Nova Olímpia,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510619 Nova Santa Helena,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510624 Nova Ubiratã,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510625 Nova Xavantina,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510627 Novo Horizonte do Norte,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510626 Novo Mundo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510631 Novo Santo Antônio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510628 Novo São Joaquim,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510629 Paranaíta,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510630 Paranatinga,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510637 Pedra Preta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
510642 Peixoto de Azevedo,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,6
510645 Planalto da Serra,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510650 Poconé,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
510665 Pontal do Araguaia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510670 Ponte Branca,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510675 Pontes e Lacerda,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510677 Porto Alegre do Norte,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510680 Porto dos Gaúchos,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
510682 Porto Esperidião,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510685 Porto Estrela,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510700 Poxoréo,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2
510704 Primavera do Leste,-,-,-,4,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,4,16
510706 Querência,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510715 Reserva do Cabaçal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510718 Ribeirão Cascalheira,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510719 Ribeirãozinho,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510720 Rio Branco,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510757 Rondolândia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510760 Rondonópolis,30,-,-,3,-,31,-,-,8,-,-,17,-,-,-,-,10,5,1,12,117
510770 Rosário Oeste,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
510775 Salto do Céu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510724 Santa Carmem,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510774 Santa Cruz do Xingu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510776 Santa Rita do Trivelato,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510777 Santa Terezinha,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
510726 Santo Afonso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
